index,tweet
21707,आफू #QatarWorldCup2022 मा पनि #nonotagain हाे
21709,"चुनाव सकियो। अव, पुराना र वुढो प्रधानमन्त्री र मन्त्रीहरुलाई #NoNotAgain भन्ने पो हो कि! युवाहरुलाई देश हाँक्न दिऊँ।

#NoNotAgain #NO_NO_Not_Again #NoVoteForCorruptCandidate #VoteForYouth #NepalElection2022 #निर्वाचन२०७९"
21717,"सर्लाही - २ ले राजेन्द्र महतोलाई विदा गरेछ। #NoNotAgain 
जन्ताविच कहिले नबस्ने, कुर्सीका लागि कहिले जनकपुर त कहिले सर्लाहीबाट चुनाव लड्ने लाई #NoNotAgain . 

दुखको कुरा, ४ चोटी सर्लाहीबाट चितेका महिन्द्र यहादव निर्वाचित भएका छन्। मिहन्द्र रायलाई #NoNotAGain भन्न सकिएन यस पालो।"
21738,राम्रो विकल्प नभएर #nonotagain त्यति सफल हुन सकेन तर नयाँ अनुहार धेरै आएको मा खुसी नै छु #nepal #NepalElection2079 #NepalElection2022
21750,"#NoNotAgain लाई गिज्याउदै 😂

खड्ग ओली - बिजयी
शेर बहादुर देउवा - बिजयी
प्रचण्ड - बिजयी
माकुने - बिजयी"
21751,"देउवा होईन “ढेउवा” को कमाल हो हजुर! यो Sagar Dhakal ले हारेको होईन डडेल्धुराले हारेको  हो, अनि नेपालले हारेको हो। #EnoughIsEnough #sagardhakal #NepalVotes2022 #nonotagain @hamrorabi @RabindraMishra @RaameshKoirala"
21755,"#WorldcupQatar2022 मा पाे #nonotagain लाग्याे जस्ताे छ । KSA 2-Arg1,  JPN 2- GER1"
21757,"#WorldCup बरु #nonotagain  भयो 
नेपालको राजनीति भने #भेडी गोठ मै छ । 🤣🤣"
21766,"देउवाले लगातार ७ पटक चुनाव जितेर ५ पटक प्रधानमन्त्री भए तर देश र जनताको लागी के गरे!
त्यसैले कार्यकारीमा: #NoNotAgain"
21776,डडेल्धुरामा कोही मलामी जाउ ।#nonotagain #NepalElection2022
21777,"सर्लाहीवासीहरुको लागि खुशीको खबर के छ भने, यि अनुहार मध्य एकजना अल्विदा हुँदै छन यस पालो। 
महिन्द्र राय यादव जसले २० वर्ष सत्तामा बसेर सर्लाहीमा केहि पनि गरेनन्। झन नर्क बनाईदिए। अनि राजेन्द्र महतो जो सत्ताको लोभमा कहिले जनकपुर त कहिले सर्लाही कुदिरहे तर काम खासै छैन।
#NoNotAgain https://t.co/TORr4xgnr3"
21779,पम्फा काम्रेडले सन्यास लिए बेश #nonotagain
21807,खसेको मतको प्रतिशत र टाढा-टाढा बजेको घन्टीको आवाज सुन्दा आजको निर्वाचनको परिणाममा #NoNotAgain को प्रभाव राम्रै देखिएला जस्तो छ !
21814,#NoNotAgain अभियान कै कारण ९७ बर्सिय  मोहम्मद महाथिरको मलेसियाको आम चुनाबमा लज्जास्पद हार (जमानत जफत) साथै उनको दलले संसदको लागि  एक सिट पनि जित्न सकेन ! अब पालो नेपालको 🤟
21835,@NcPaudel हामिलाइ मोबाइल लैजान दिएन बुढोलाइ दिएछ 😜 #NoNotAgain
21850,"मेरो एउटा भोट परिवर्तन का लागि , नेपाल का पुराना क्यान्सर को सफाया गर्न का लागि , के मेरो भोटले परिवर्तन ल्याउँछ होला?  म कोसिस गर्ने छु , तपाईं हरु साथ दिनुहोस, आउनुहोस् परिवर्तन लाई प्रेम गरौं। #NoNotAgain

https://t.co/uTK0f399Fv"
21854,"#NoNotAgain
कृपया ""आफ्नो बाउको पार्टी वा आफ्नो आमाको पार्टी, यस्ले मलाई पैसा दिएको छ कि नाई, यो मेरो सिद्धान्त बोक्ने पार्टी हो कि नाई"" भनेर भोट नदिउँ। भोट दिँदा आफ्नो सन्तानको भविष्य हेरेर, असल उमेदवार लाई मात्र दिउँ। (1/2)"
21855,पटक पटक सदन चुमेर जनता समक्ष चुकेकाले वर्षौं वर्ष हामी आमसर्वसाधारणलाई अन्योलको बाटो दोहोर्याए र फेरी त्यही बाटो हामिलाई दर्शाउने निश्चित छ - कृपया स्वविवेक अपनावौं वैकल्पिक बाटो रोजौं #NoNotAgain #Election2022
21861,"#nonotagain 

भोट गर्नु पहिले देशको हालत सम्झौँ,  सन्तति र ती सन्ततिको भविष्य सम्झौँ ।
 मुस्कुराउनुभयो त ? ?  
ओठमा  मुस्कान आएन भने,  भोट बदलौँ ।"
21866,"गाउंमा विकास भएन, भ्रष्टाचारी बढे भन्दै टोल टोलमा फलाक्दै हिंड्ने, फेरी त्यहि नालायक उमेदवारले दिएको, रक्सी, मासु भात र पैसा लिएर त्यसैलाई भोट हाल्ने जनता नै भष्ट्रचारी हुन, यिनीहरुका लागी यस्तै शासक योग्य छन् !!!
हैन भने #NoNotAgain"
21875,"भोलि मङ्सिर ४, भोट अाफ्ना छोराछोरिको भविष्य सोचेर गर्नु होला। #NepalVotes2022 
#NoNotAgain"
21879,@RaameshKoirala @uttamjp देशलाई तन्नम बनाउनमा मण्डलेहरूक हाथ थियो महेन्द्र र वीरेन्द्रका सन्तानको हैन र हाथ थियो राणाशासकीय सोंचको जुन अहीले सम्म पनि छ ! #NoNotAgain भन्दा मात्र पनि जेल हाल्छु भनेको भुल्नु भो डा’साब ! शाह वंशले एकीकरण गऱ्या देश हो नेपाल ! आफैंले खाको थालमा आफैं नहगौं भन्ने सोंचहो मेरो !
21885,"#nonotagain 

भोट गर्नु पहिले देशको हालत सम्झौँ,  सन्तति सम्झौँ ।
 मुस्कुराउनुभयो त ? ?  
ओठमा  मुस्कान आएन भने,  भोट बदलौँ । 🙏🙏"
21898,"@PresidentofNP चुनाबको नतिजा आउदा बित्तिकै श्री @kpsharmaoli लाई प्रम नियुक्ति गर्ने कि, कानुन सम्मत संसदीय दल को नेता चुनुन्जेल कुर्ने? @TikaDhakaal #nonotagain"
21932,"स्वन्तन्त्र पार्टी नेपालको कान्छो पार्टी भए नी, अबको देशको  तेस्रो ठूलो पार्टी भाको जस्तो देख्दैछु। २०८५ साल सम्ममा कांग्रेस, एमाले, माओबादीलाई पछि धकेल्न सकिएन भने, हाम्रा आउँदा पुस्तालाई देश बिकाश गर्न धेरै गार्हो हुनेछ, जापान मा यस्तै नै छ हालत अहिले। #NoNotAgain"
21933,@DharelLama #NoNotAgain मा भोट हालीन्छ।
21938,@Sumankbhandari @seto_bagh1 @baabajee यो मु. सेरे त झन् महाभ्रस्ट हो ! #NoNotAgain
21941,तपाईको भोट कसलाई ? #निर्वाचन #नेपाल  #election #Nepal #NoNotAgain
21953,सिहदरवारले अब नआउनु भन्या नेताहरू .. #NoNotAgain https://t.co/fpqkmsLaDc
21959,मेरो बाउलाइ चै 65/68 वर्षमै वृद्धभत्ता दिएर तँ आजबाट काम नलाग्ने भैस् भन्ने रे अनि तिम्रा बा दाईहरु चैं पिण्डखाने बेलामा पनि प्रम को रेसमा? 😂 #NoNotAgain
21963,@Online_khabar रवर छाप लाई बनाएर राज्यको साँचो आफू लिने तिम्रो दाउपेच हामीले बनुझेको हो र ? #NONOTAGAIN
21965,बाटोको बिजोग देखेर यात्राभरी सरकार र नेतालाई गाली गर्दै घर गएर फेरि त्यहीँ नेता/पार्टीलाई भोट दिएर फर्किने जन्तुलाई नेपाली भनिन्छ!😌                         #NoNotAgain
21966,"@ChitrakarSanam यी त गएर पाँच पटक जित्या छन् , आफुलाई प्रमाणित गरेका छन् । हरेक पटक छनोट हुने केई नगर्नसक्नेलाई हो #NoNotAgain त ;))"
21972,"#NoNotAgain: गोकुल बास्कोटा (70 करोड भ्रष्टाचार),बिश्णु पौडेल (बालुवाटार जग्गा कान्ड), ईश्वर पोख्रेल (यति,ॐनि,कोरोना औषधि, कान्ड), योगेश भट्टराई (बतास कान्ड), महेश बस्नेत(साम्सद अपहरण कान्ड), सुर्य थापा (अराजक,तुच्छ,असभ्य) हो यस्ता कान्डै कान्ड गरेका भ्रष्ट हरुलाई भनौ #NoNotAgain"
21994,"खराब उमेदवार को हुन र कसलाई भोट नहाल्ने ?
-दोहोरिएका तर जनताका लागि काम नगरेका उमेदवार 
-कमिसनखोरी/बिचौलियाहरुसँग साँठगाँठ गरेका उमेदवार 
-बिगतमा भ्रष्टाचारको दाग लागेको उमेदवार 
-संसदको अपहेलना गर्दै, अपाच्य भाषा प्रयोग गर्ने र जनताको मतको अपमान गर्ने उमेदवार
#NoNotAgain https://t.co/gPZQLSipyv"
21997,"राम्रा सबैले जितुन्, भ्रष्टाचारी खुरापाती सबै हारून्, यतिका वर्षसम्म देश हाँकेर नी म देस बनौछु भन्ने सबै खोयाहरूलाई  जनताले बिदा गरून्, ज्यानमारा, हत्यारा, देसको खुन चुस्ने जुकाहरूलाई भोट नदिएर नुन चुक छर्किउ है त यस्पाली 👍👍👍#चुनाव-२०७९ #NoNotAgain"
22003,"चुनावी अभियानको अन्तिम भिडियो सन्देश:

मरेर काम गर्यौं, सकेको गर्यौँ, अब निर्णय तपाईँको हातमा। जे निर्णय दिनुहुन्छ, त्यो शिरोधार्य हुनेछ।

एउटै अनुरोध: भोट बाँडिएर पुरानै विकृतिको पोकोले संसद प्रवेश नपाओस्। #NoNotAgain #योपटककोभोटहलोलाई देशको राजनीति ट्रयाकमा ल्याउनैपर्छ।
(By RM) https://t.co/Dg37efgLsr"
22011,"मौन अबधि सुरु हुन् लाग्यो 
मान्छे  बोल्न बन्द  गर्छन
आबो पैसा बोल्न थाल्छ।
                         होसियार जनता..! 
                       #NoNotAgain ❎📢"
22016,"१८ बर्ष माथिका सबै नेपाली मतदाताको हातमा बन्चरो छ! आफ्नो खुट्टामा हान्नेकि भ्रष्टहरूको टाऊकोमा हान्ने,मंसिर ४ गते बिचार गरेर हान्नुहोला!!!! 
#NoNotAgain  🙏😷"
22028,देशको मुहार फेर्न युबा प्रधानमन्त्री बनाउने हो भने डडेल्धुरा को संसदीय चुनावमा एमालेको उम्मेदवारले सागर ढकाल लाई सहयोग गर्दियो भने यो सम्भव हुन् सक्छ ! #NoNotAgain #Vote_for_Sagar_Dhakal
22031,"@NepalPressnp बारबार जनतालाई lollipop वाडने, २/३ लाई लात्ती हान्ने , संसद चलेको वेला संसद नगई भत्ता खाने , संसदलाई रणभुमी बनाउनेहरू पक्कै पनि #NoNotAgain"
22032,"यहाँ त मन्त्रीका भाग नपाएका नेता, आफन्त र व्यापारीलाई राजदुत नियुक्त गरिन्छ । पैसा लिएर राजदुत पद बिक्री गरिन्छ भन्ने चर्चा हुने गरेको छ । 
अहिल्यै पनि, सांसदको टिकट नपाएकाहरुलाई कतै न कतै राजदुत दिन्छु भनेर थम्थम्याउदै हुनुहुन्छ ।
#NoNotAgain #No_Not_Again #मंसिर_४ https://t.co/d35j0wUZhv"
22045,@NepalPressnp अबुई के बोलेको ? शीर्ष लाई #NoNotAgain त भन्न् नपाईने देशमा सिधैं कंस र रावण ?
22061,"नागरिकता त्याग्नु र डिभोर्स गर्नु उस्तै उस्तै हो । डिभोर्स गरेकी पत्नीसंग नै बिहे गर्नुपरेमा पनि फेरि बिबाह दर्ता गराएर नयां प्रमाणपत्र लिनुपर्छ । 
यसलाइ अन्यथा नलिउं है मित्रजनहरू ! पटकपटक श्रीमती र नागरिकता फेरिरहने हैसियत भएकाहरूलाइ निशुल्क कानूनी सल्लाहा दिएको । #NoNotAgain"
22074,"मंसिर ४ सम्म रक्सी,मासु भात खाने , तेस पछि ५ बर्षसम्म घाँस खाने काम नगरौ है । जय होस् !!!#NoNotAgain"
22077,"भ्रष्ट र विवेकहीन नेताज्यूहरूलाई हराउने रणनीतिमा सबै जनजनको चेतना जाग्नु पर्छ । आकाशका जूनतारा झार्ने सपना बाँड्ने नेताज्यूहरुलाई प्रश्न गरौं— तपाईका एजेण्डा के छन्? आजसम्म के के गर्नु गर्यो ? र अब के गर्नु हुन्छ ?
#nonotagain #NepalVotes2022 #Novoteagain https://t.co/eYaxYAGODX"
22086,"धेरै मिडियाले SKIP ADD मा कांग्रेस, एमाले र माओवादीको प्रचार गरे ।

@NAYA_PATRIKA
 ले आज #NoNotAgain अभियानको SKIP ADD राख्यो । 

यो पनि गज्जबै लाग्यो । #MANSIR_4 
@rabimishra @mekrijal https://t.co/jSFa5FllIt"
22097,"""कोही बाहुनक्षेत्री, कोही मधेसी, कोही दलीत, कोही जनजाती,कोही थारु भयौं। 'नेपाली' चाहिँ को भयो?""
 भ्रष्टाचार बेथिति र बेरोजगारी समस्यामा बुलन्द आवाज
(भोट बाँडिएर पुरानै विकृतिको पोकोले संसदमा प्रवेश नपाओस्। #NoNotAgain, #योपटककोभोटहलोलाई।देशको राजनीतिलाई ट्र्याकमा ल्याउनैपर्छ।) https://t.co/4CUbBvpqJm"
22112,"म बिदेशमा बस्ने एक नेपाली चेली हो!...
""हामी विदेशमा बस्नेहरुले  यसपटक पनि भोट हाल्न पाएनौ, नेपालमा हुनुहुने तपाईहरुले घंटी बजाएर प्रत्येक जिल्लामा घण्टी मा मतदान गरी हामी परदेशमा रहेकाहरूलाई देश फर्कन सक़्ने बनाई दिनुहोस्।"" 🙏Plz
#NoNotAgain"
22115,"कांग्रेस एमाले माओवादी 🚫
#NoNotAgain"
22120,@Madanpokhara7 भ्रष्टहरुका नारा भ्रष्ट विरुद्द ??? 😂😂😂😂😂#NoNotAgain
22124,"@UddhavRBhetuwal हो भने अत्यन्तै राम्रो खबर!
काउसो बिदाई #NoNotAgain को प्रारंभ!"
22125,"#nonotagain को चटक 😉
1) केपि बा जिन्दावाद भन्दै प्रचण्ड र शेरु दा लाई #NoNotAgain
2) शेरु बा जिन्दवाद भन्दै केपि र प्रचण्डलाई #NoNotAgain
3) प्रचण्ड जिन्दवाद भन्दै केपि र शेरु दालाइ #NoNotAgain
हैन यिनिहरुले के खान्छन?😆🤣😅"
22126,"@nepalkhabar भनिन्छ चुनाब हुनु अगाडिको अन्तिम रातले पनि परिणाम बदल्छ रे। यो देशको मुहार बद्लिन हामीसंग तिन दिन छ, केवल तिन दिन।  

रबि लामिछाने प्रधानमन्त्रि यसैपालि !
सम्पूर्ण समानुपातिक मत घंटिमा खसाली !!
3/3
#NoNotAgain #nonotnovember"
22134,"भनिन्छ चुनाब हुनु अगाडिको अन्तिम रातले पनि परिणाम बदल्छ रे। यो देशको मुहार बद्लिन हामीसंग तिन दिन छ, केवल तिन दिन।  

3/3

#NoNotAgain"
22141,"लौरोले ठटाउदा पनि, कानमा टिनटिन घण्टी बज्दा पनि केहि ढिट जनता ठनक्क घाममा लु लगाउन हिडेका छन त कतिपय बेसोमतहरु रुख/छाताको छाँयामा ओत लागेर पसारिनेहरु छन । 
हामी सुध्रिन ३ तिन बाँकी #NoNotAgain 
#मंसिरचारवारकिपार"
22145,"पिर्कामा सलामी थाप्ने देखि, पुरानो गाडी नचढ्ने सम्मका यस्ता सन्की शासकहरुले देशलाई कुन भड्खालोमा पुर्याउने हुन, भन्ने त्रास पैदा गरेको छ ।
जनताले तिरेको करले ऐसआराममा झुमेको यो झुन्ड पुरानो व्यवस्थाको राजासँग आफ्नो अनुहार र चरित्र दुबै ठ्याक्कै मिलाउछ ।
#NoNotAgain #मंसिर_४ https://t.co/8Xz7FIPH5H"
22147,"@ArticleOf कुरा त ठिकै हो,बेलायतमा oxford छ,oxford को pm हुन्छ,हाम्रोमा TU  छ TU कै प्र म हुन्छ र पनि अन्य प्रश्नहरू ठिक छ।सात चोटी पुर्याउनलाई मात्र कती प्र म बन्नु?त्यसैले #NoNotAgain,not more"
22154,यहि मंसिर ४ गते हुन गईरहेकाे परदेश र प्रतिनिधि शभा निर्वाचनमा आफ्नो अमुल्य मत शहि र योग्य ब्यक्तिलाई गरि दिन हुन सम्पुर्ण नेपाली आमाबुवा दाजुभाई दिदिबहिनिमा हर्दिक अपिल गर्दछु । #NoNotAgain https://t.co/XdCZtQEY2u
22159,"झोलेहरु डरले रबिको उम्मेदवार खारेज गरि माग्दैछ ।
    राजेन्द्र महत्व ,हृदेस त्रीपाटी, उपेन्द्र यादव लगायत मधेसी नेताहरु त ईन्डियाको रासन कार्ड बोकेरनै नेता भएको  छ ।
   रबिलाई किन खेदो खनेको यी झोलेहरुले??? 
अब सबैले घन्टिमा भोट बजाउनु पर्छ ।
झोलेसबै मुर्दावाद
#nonotagain"
22165,"@kpsharmaoli ईस चाईयो एमाले, तिम्रै हठको कारणले देश तहस नहस भो, नेपालको ऋण बढेर आकास छोयो, आफ्नै सरकार छँदाछँदै विघटन गर्न उद्दतलाई अझै तिम्रै सरकार? यी खाऊ 
#NoNotAgain 👎️👎️👎️😡"
22168,यो सुचकमा नेपालको स्थान सुधार गर्नको लागि बुढ़ा  नेताहरुलाई विस्राम गराएर भिजन भएका नेताहरु छानेर संवृद्धिको यात्रा सुरु गर्नुको विकल्प छैन ।#NoNotAgain
22172,"#NoNotAgain 
थोमस एल्भा एडिसनले एउटा बल्ब बनाउन 1000 चोटी फरक फरक प्रयोग गरे र सफल भये । हाम्रा नेता हरुलाई पनि यो सिद्धान्त लागू गर्नु पर्छ के थाहा हाम्रो बिश्वास गर्ने सिद्धान्त नै पो गलत छ कि । थोमस ले एउटै सिद्धान्तमा अडेको भए आज हामिले बत्ती बाल्ने थियेनौ । सोच बदलौ ।🙏🙏🙏"
22186,"एमाले, काङ्ग्रेस र माओवादीलाई भोट दिनेले आफ्ना छोराछोरी खाडी मुलुक पठाउन तयार गरेर राख्नुहोस् !

#NoNotAgain https://t.co/qu8QTKCnmE"
22228,"@ekantipur_com रविको घण्टी यस्तो बज्ने छ कि 5 बर्ष सम्म तिम्रो कानमा टिन्न भएर सुनिईरहने छ।

#NoNotAgain"
22232,सारा संसार ‘Age of Conscious Evolution’ मा दौडिदै गर्दा संसारको १ मात्र हिन्दु अधिराज्य भनेर विश्वमा परिचित संस्कार र सभ्यता बोकेको देशलाई २०५२ सालमा ‘Age of Hunter Gatherers’ मा धकेल्ने २ प्रमुख पात्र अहिले पनि सत्तामा छन् । यसले देशलाई ३० होइन ९० वर्ष पर धकेलेको छ। #nonotagain
22234,"घण्टी, लौरौबालाहरुले 'एक पटक हामीलाई' भनेर गरेको इमोसनल याचना 'उहि पुरानो बाजेको पेडा' जस्तै भयो । 🙄
जनतालाई यिनीहरुले तिन दशकमा लुटेको फेहरिस्त संगै आगुमको क्लियर ऐजेण्डा देउ के बोरोहरु । #NoNotAgain @NoNot_Again ✊"
22236,"T1140: चुनाव नजिकिँदै छ, सुदुरपश्चिम प्रदेशमा दैनिक ४/५ सय युवाहरु रोजगारको लागि भारत गैरहेका छन् 😭 देशको राजनीति घरको स्थिति देखेर युवाहरु विदेश पलायन हुन्छन् 👍 जनताले राम्रो नेता कहिले भेट्ने? त्यसकारण #NoNotAgain https://t.co/fBa9vYiKwC"
22237,"सचेत जनताले सचेत नेतृत्व जन्माउँछ ।
यसपटक एउटा धक्का त दिनैपर्छ ।

कृपया आफ्नो क्षेत्रमा पटक पटक दोहोरिएका Tested &amp; Failed नेताबिरुद्ध कारणसहित सभ्य भाषाको प्रयोग गर्दै #NoNotAgain भन्नका लागि सबैले TikTok, Fb Story, Insta Reels का लागि भिडियो बनाऔं। Status लेखौं, Tweet लेखौं । https://t.co/7S1F2Pjcwa"
22241,"परिवर्तन चाहनेले सुरुवात आफैंबाट गर्नुपर्छ!
#NoNotAgain 
#NoVoteAgain
#मंसिर_४ https://t.co/0grHvhTOA2"
22255,Bhim rawal र घनश्ह्याम भुसाल हटाएर भेलु बाजे लाइ प्रचार मा लगाउने @kpsharmaoli को लेबल आफै देखिन्छ! #NoNotAgain
22256,#NoNotAgain भन्दा जेल हाल्छु भन्ने हजुर के हो यस्तो ?
22259,"@yogesbhattarai चुनावको बेला भोट माग्न आउने अनि नौटङ्की गर्दै फेरी पनि येस्ता चिठ्ठीपत्र उखानटुक्का हावा गफ गरेर राजनीतिक स्वार्थ पुरा गर्छु भन्दै आउने योगेश भट्टराई जस्ता नालाएक र भ्रष्ट नेताहरु लाई माझी औंला  उठाउने अनि थुइक्क तिमेरुको जूनी भन्दै आफ्नो आफ्नो ठाउँमा बहिस्कार गरौं।
#NoNotAgain"
22268,@bistakaji41 बुढाहरु #NoNotAgain
22269,"हिजो ३ वर्ष सरकारमा हुँदा जनताको मन् राखेको भए भेलु बाजे बोलाई बोलाई प्रचार प्रसार गर्न पर्ने थिएन होला ।
कठै यिनको राजनीति !!
#nonotagain"
22278,@thapagk अवसरवादी हरु भविस्यामा पैसा को मुठो र अच्छा पोजीशन को सपना का साथ आफ्नो र आफन्तको भविस्य चुलेसी माथि राख्दै नेता को पछाडि दौडेका।  #NoNotAgain
22282,"आफ्नो कर्तब्य र अधिकार पुरानै ब्यबस्थाबाट सापटी मागेर नयाँ खरानी घसेका यस्ता राजनीतिक चरित्र अब हामीलाई संसदमा चाहिँदैन । 

यसपटक हामी हाम्रो भोट बदल्छौं ।

#No_Not_Again #nonotagain #NoNotAgain 
@bhantelulani @neprican2017 @JKalapremy @NabinBro_760 @NirmalPrasai5 @Devbartaula https://t.co/mxn2iNDpzS"
22286,एउटा दलको चुनाव चिन्हमा अर्को दलको उम्मेदवार । तिम्रो लुटतन्त्र  ! #NoNotAgain
22295,"हार्ने डर त्यसपछि राज्यकोषबाट रकम दुरुपयोग गर्न नपाइने भयले रवि लामिछाने माथि अाक्रमणकाे प्रयास गरेको हुन गठबन्धनले । ताेडफाेड गर्दा प्रहरी र प्रशासन मुकदर्शक बन्नु उनिहरुलाई समर्थन गर्नु हो । 
#NoNotAgain"
22300,"यस्ता कुकुरका छाउराहरुले लोकतन्त्र जोगाएका छन् रे!..
गठबन्धनका गुण्डाहरु चुनाव अघाडी नै यस्तो छन् भने चुनाव पछि त झन् के गर्लान्?...
त्यसैले भोट बदलौं, देश आफैँ बद्लिनेछ!....
#NoNotAgain"
22302,"शक्ति पृथकीकरणलाई खल्बल्याउन खोज्ने, आफू अनुकुल नहुँदा न्यायालयको आदेशलाई अटेरी गर्ने, विभिन्न बहानामा न्यायालयको खिल्ली उडाउने, गलत आक्षेप लगाउने कुरालाई सामान्य बनाउन खोजिदैछ ।
#NoNotAgain #No_Not_Again #मंसिर_४ https://t.co/0h8Y0YQxZ7"
22303,"चुनाव हार्ने डर देखिन लागिसकेछ पुर्व आतङ्ककारी र तिनिहरुको मतियारमा, भोली देश लुट्न पाइन्न भन्ने आक्रोस देखिन थालिसक्यो। #NoNotAgain  #VoteForBell"
22316,"हे अंधोभक्तहरु हो, तिमीहरु जुनसुकै पार्टीका सदस्य हो केहि छैन। केवल मतदानको दिन मत स्वस्तिक छाप लगाउने बेला मात्र ति फटाहा, भ्रष्ट, बारम्बार पदको लाभ लिनेलाई हैन नया सोच साथ आएका युवा नेतृत्वलाई भोट हाल ताकि सन्ततिले फेरि तिमीजस्तै नेताको ग़ुलाम बन्न नपरोस। #nonotagain"
22329,"बिगत ३२ बर्ष शासन गर्दा देश बनेन। अब यिनै नेताहरुले हामी देश बनाउँछौ भनेको सुन्दा हाँसो उठ्छ। 
यो पाली पुराना बुढा नेताहरुलाई पराजित गर्नै पर्छ। 
युवा नेताहरुलाई जिताउनुको बिकल्प छैन।
#NoNotAgain"
22336,प्रचण्डलाई गाली दिंदै गर्दा रेणु यादवका ज्वाईं चाहिं नबिर्सौं । रेणु यादब फेरि देउवाको मान्छे । ठेका कसले कसरी दिलायो होला भन्नै परेन । #nonotagain अन्तर्गत यी सबैलाई एकै घान हराउन सके गज्जब हुन्थ्यो ।
22346,@PunyaBhandari1 कुनै पनि छैन ! हुनसक्ने आयोजनाहरु पनि बरु कमिसन को चक्करमा उल्टै गिजोलिएका छन् तसर्थ #NoNotAgain
22350,"शेर ब लाई चोट 
सुइ मा भोट। 
@watersagar
हामीलाई सिगाने, रर्याले र चुनाब कहिले हो पनि थाह नहुने शेर ब देउवा जस्ता पटक पटक प्रधानमन्त्री भएर नि सिन्को नभाच्ने  नेता चाहिएको छैन। #NoNotAgain 
#VoteForSagarDhakal
#सागर_ढकाल_लाई_जिताऔ
@SherBDeuba @cmprachanda @brb1954 @kpsharmaoli"
22352,"स्वर्ग मा गए पछि एउटा ले गधा को जुनि लिए छ के पाप गरेउ भनेर भगवानले सोध्दा गठबन्धन लाई भाेट हालेकाे थिए भने छ।  😆
#voteforghanti 
#Nonotagain"
22355,"भोट बदलौं, देश आफैँ बद्लिन्छ। #नो_नट_अगेन
#NoNotAgain https://t.co/JZ3zIDz1Mi"
22361,"आफ्नो कर्तब्य र अधिकार पुरानै ब्यबस्थाबाट सापटी मागेर नयाँ खरानी घसेका यस्ता राजनीतिक चरित्र अब हामीलाई संसदमा चाहिँदैन । 

यसपटक हामी हाम्रो भोट बदल्छौं ।
#NoNotAgain #No_Not_Again #मंसिर_४ https://t.co/lEQimn3slU"
22367,"अाजकाे हाेइन, भाेलीकाे साेचाैं #NoNotAgain"
22370,"अति के येस्तालाइ नेता भन्नू पर्ने😂😂
#NoNotAgain https://t.co/18MBfr5UW3"
22384,"तपाईहरुले समानुपातिक प्रणाली यसका वास्तविक हकदारहरुबाट खोस्नुभएको छ । 
अब हामी तपाईहरुलाई बिश्वास गर्न सक्दैनौ । 
यसपटक हामी हाम्रो भोट बदल्छौ ।
#NoNotAgain #No_Not_Again #मंसिर_४ https://t.co/U3NfdtIXqx"
22386,"Vote For Change

यो पटक भोट बदलौ, सोच बदलौ।  सिस्टम बिथोल्ने र सिट ओगटने लाइ फालेर नयाँ लाइ पुर्याउ। चुनाबि गफमा नभुलौ

#NoNotAgain"
22391,Club मात्रै होइन हजुर एकपटक Tribhuwan international Airport तिर पनि जानुस्। युवाहरु को अवस्था कस्तो छ थाहा पाउनुहुन्छ। 🙄#Nonotagain https://t.co/r3chZegkXY
22392,"यतिका वर्ष सुतेर पनि अझै सपना पूरा गर्छौँ मौका दिनुस् भन्छन्। कति लामो सपना देखेका हुन्।

#चुनाव 
#NoNotAgain"
22403,"प्रिय डडेलधुरा बासी हरू शेर बहादुर संग पासा लिनुस
सागरलाई भोट दिनुस रे बैनी ले भनेको छ 
#NoNotAgain https://t.co/gxxZHHyaU3"
22413,मंसिर ४ मा भोट परिवर्तन नगरे देश परी वर्तन हुनेवाला छैन #NoNotAgain #सचेत_युवा
22421,"कागले आफ्नो नाम आफै काड्छ। @NoNot_Again
#Nonotagain"
22433,कुहिएको आलुहरु  छानेर फाल्ने उचित समय मङ्सिर ४ गते 🤘🤘#NONOTAGAIN
22434,"हामीले #NoNotAgain भन्नुको कारण आफ्नो ""बकपत्र""मा स्पष्ट रूपमा खुलाएका छौ। 
बकपत्रमा तपाईलाई मनपरेको बुँदा/प्याराग्राफलाई तपाईहरु आफैले पनि भिडियो/फोटो बनाउन सक्नुहुन्छ। यतै कमेन्ट गर्नुभए पनि हुन्छ। 
प्रकाशित ""बकपत्र"" पढ्ने लिंक : https://t.co/GS8Y4H6ajK https://t.co/frf1VWedVy"
22436,"जुनै बा सत्ता वा बिपक्षमा अाए पनि युवा को काम गोडा चुस्ने वा बिदेश भासिने मात्रै हो। सहि जानकारि  को लागि धन्यबाद
#nonotagain भनिदिए कस्तो अान्नद हुन्थो मन मेरो"
22438,"@iSDBR यती नांगेझार भैसक्दा पनि तिनै अनुहार लाज पचाएर भोट् माग्न आईरहेका छन् ! 
#NoNotAgain"
22439,"काठमाडौंले बालेनलाई चिन्यो। धरानले हर्कलाई। डडेल्धुराले सागरलाई पक्कै चिन्नेछ। चितवनले रवीलाई पक्कै चिन्नेछ।
#Nonotagain"
22441,@Online_khabar #NoNotAgain! बाख्राकागि
22443,"आए नेता पुरानै पाराले 
स्वागत गरौं जुत्ताको मालाले😃
#NoNotAgain 
#timeforyouth"
22445,#NoNotAgain निर्वाचन आयोग 🤭#NepalVotes2022 #NepalElections
